subject	condition	generation	index	age	sex	group	rabbit	machine	scores	pre	post	chosen	chosenInput	useMachine	output	score	gameTime	surveyTime
186	3	5	0	37	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1	3,5,3,3,5,3;1,10,6,1,10,1;-1,15,9,1,10,4;-3,20,7,6,10,7;-5,25,10,9,10,5;-7,30,15,14,10,8;-4,30,15,14,10,6;-1,30,15,19,10,9;2,30,15,19,10,12;5,35,20,19,10,10;8,40,25,19,10,8;11,40,25,19,10,11;14,40,30,19,10,14;17,45,35,24,10,12;15,50,40,24,15,10;18,55,45,29,20,8;21,60,50,34,25,6;24,65,55,39,30,4;27,65,60,44,35,7;30,70,60,44,40,5	3,3,2,2,3,3,2,2	3,3,2,2,3,3,2,2	4,1,3,2;4,2,5,1;3,0,4,1;5,0,3,2;5,1,3,2;4,1,3,2;3,0,2,4;3,1,4,2;3,2,4,0;4,2,5,0;5,1,3,0;5,0,3,2;5,2,3,1;3,2,5,0;5,0,4,2;4,2,3,0;4,1,3,2;5,1,3,2;4,2,5,0;3,1,5,2	0,0,0,0;0,0,1,0;0,0,0,1;1,0,1,0;0,1,1,1;0,1,1,1;0,1,0,0;1,0,0,0;0,0,0,1;0,1,0,1;0,1,0,1;1,1,0,0;1,1,0,0;1,1,0,1;1,1,0,0;0,0,0,0;0,0,0,0;1,0,0,0;0,0,0,0;1,0,1,1	1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0	1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1	-2,-2,1,6,4,2,2,2,2,2,0,0,0,3,3,8,13,18,23,23	16,17,9,7,20,10,9,7,6,12,6,5,5,5,7,12,7,4,6,13	16,12
187	3	5	1	35	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0	3,5,3,3,5,3;1,10,6,1,10,1;-1,15,9,1,10,4;-3,20,7,6,10,7;-5,25,10,9,10,5;-7,30,15,14,10,8;-4,30,15,14,10,6;-1,30,15,19,10,9;2,30,15,19,10,12;5,35,20,19,10,10;8,40,25,19,10,8;11,40,25,19,10,11;14,40,30,19,10,14;17,45,35,24,10,12;15,50,40,24,15,10;18,55,45,29,20,8;21,60,50,34,25,6;24,65,55,39,30,4;27,65,60,44,35,7;30,70,60,44,40,5	4,3,3,4,4,4,3,3	3,4,4,3,3,3,4,4	1,4,2,3;3,4,0,1;2,0,1,5;2,0,1,3;3,4,5,2;4,5,1,3;1,0,2,3;3,2,4,1;3,5,4,2;5,4,3,0;2,3,1,4;4,0,2,1;5,4,0,3;0,2,3,5;1,5,0,4;0,1,2,3;4,3,5,2;2,0,1,5;2,0,1,4;5,4,3,0	0,0,0,0;1,0,1,0;1,0,1,1;0,0,1,1;1,0,0,1;0,1,1,1;0,1,0,0;1,0,0,0;0,1,0,0;0,0,0,1;1,0,1,0;0,1,0,0;1,0,1,0;1,1,1,0;0,1,1,0;0,0,0,0;0,0,1,0;0,0,0,1;0,0,1,0;1,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1	5,5,10,10,15,20,20,20,20,20,25,25,30,30,30,35,40,45,50,50	43,15,9,7,12,13,7,6,5,12,10,6,5,5,11,6,4,4,4,7	34,25
188	3	5	2	64	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1	3,5,3,3,5,3;1,10,6,1,10,1;-1,15,9,1,10,4;-3,20,7,6,10,7;-5,25,10,9,10,5;-7,30,15,14,10,8;-4,30,15,14,10,6;-1,30,15,19,10,9;2,30,15,19,10,12;5,35,20,19,10,10;8,40,25,19,10,8;11,40,25,19,10,11;14,40,30,19,10,14;17,45,35,24,10,12;15,50,40,24,15,10;18,55,45,29,20,8;21,60,50,34,25,6;24,65,55,39,30,4;27,65,60,44,35,7;30,70,60,44,40,5	4,4,4,4,4,4,4,4	4,4,4,4,3,3,3,3	4,2,1,0;1,0,2,5;2,1,0,4;1,2,0,5;1,2,0,3;0,1,2,5;1,2,0,3;2,1,0,4;1,2,0,5;2,1,0,4;1,2,0,3;2,1,0,5;2,0,1,4;1,0,2,3;2,0,1,4;2,1,0,4;0,1,2,3;0,2,1,4;0,1,2,4;0,2,1,4	0,0,0,0;0,1,0,1;1,1,0,0;1,0,0,1;1,1,0,1;0,1,1,1;0,0,1,0;0,0,1,0;0,0,1,1;1,1,1,0;1,1,1,0;0,0,1,1;1,1,0,0;1,1,1,1;0,1,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,1,0,0;0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0	5,10,15,15,20,25,25,25,25,30,35,35,40,45,50,55,60,65,70,75	30,14,9,8,23,8,9,7,8,11,7,7,7,7,10,7,6,7,7,10	14,15
189	3	5	3	56	Male	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0	3,5,3,3,5,3;1,10,6,1,10,1;-1,15,9,1,10,4;-3,20,7,6,10,7;-5,25,10,9,10,5;-7,30,15,14,10,8;-4,30,15,14,10,6;-1,30,15,19,10,9;2,30,15,19,10,12;5,35,20,19,10,10;8,40,25,19,10,8;11,40,25,19,10,11;14,40,30,19,10,14;17,45,35,24,10,12;15,50,40,24,15,10;18,55,45,29,20,8;21,60,50,34,25,6;24,65,55,39,30,4;27,65,60,44,35,7;30,70,60,44,40,5	4,5,3,5,3,4,3,4	4,3,5,4,4,5,4,4	4,5,2,3;3,4,5,0;4,3,0,5;3,1,5,4;4,3,2,1;3,1,5,4;4,0,5,3;1,4,5,3;5,4,0,2;4,5,0,2;0,2,3,4;5,4,1,0;5,4,2,0;5,0,3,2;4,5,3,0;0,2,1,4;1,0,5,4;3,5,2,1;5,3,1,2;5,3,0,2	0,0,0,0;1,0,1,1;0,0,0,1;1,1,1,0;0,1,1,1;1,1,1,0;0,1,0,0;0,0,1,1;1,0,1,0;0,0,1,1;1,1,0,0;1,0,0,1;1,0,1,1;0,1,1,1;0,1,1,1;0,0,0,0;0,0,1,0;0,1,0,0;0,0,1,0;1,1,0,1	1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1	0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0	3,3,6,11,11,11,14,14,12,15,18,21,24,27,25,28,26,29,32,35	37,19,13,13,19,11,13,11,16,14,11,10,10,11,10,14,9,10,10,13	40,22
190	3	5	4	36	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1	3,5,3,3,5,3;1,10,6,1,10,1;-1,15,9,1,10,4;-3,20,7,6,10,7;-5,25,10,9,10,5;-7,30,15,14,10,8;-4,30,15,14,10,6;-1,30,15,19,10,9;2,30,15,19,10,12;5,35,20,19,10,10;8,40,25,19,10,8;11,40,25,19,10,11;14,40,30,19,10,14;17,45,35,24,10,12;15,50,40,24,15,10;18,55,45,29,20,8;21,60,50,34,25,6;24,65,55,39,30,4;27,65,60,44,35,7;30,70,60,44,40,5	3,4,3,3,3,4,3,3	3,4,3,3,4,3,3,3	1,4,3,0;0,4,5,2;5,4,0,3;3,2,0,1;1,2,0,5;0,3,5,2;4,3,5,0;0,4,1,3;3,4,1,0;3,5,4,1;2,4,1,5;3,4,5,0;2,0,1,4;0,1,2,3;2,1,4,5;4,5,3,2;3,5,4,0;2,1,4,3;0,2,3,5;3,5,2,1	0,0,0,0;1,0,1,0;1,0,0,0;1,0,0,1;1,1,0,0;0,1,1,1;0,0,0,1;1,0,0,1;0,0,0,1;0,0,0,1;1,0,1,0;0,0,1,1;1,1,0,0;1,1,1,1;0,0,0,1;0,1,0,0;0,1,0,0;0,0,0,0;0,0,0,0;1,1,1,0	1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0	0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0	3,3,1,4,4,2,7,12,15,20,18,18,18,21,24,27,27,30,33,38	15,7,7,7,8,6,5,5,4,6,5,5,4,6,5,4,4,5,14,5	452,11
191	3	5	5	40	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1	3,5,3,3,5,3;1,10,6,1,10,1;-1,15,9,1,10,4;-3,20,7,6,10,7;-5,25,10,9,10,5;-7,30,15,14,10,8;-4,30,15,14,10,6;-1,30,15,19,10,9;2,30,15,19,10,12;5,35,20,19,10,10;8,40,25,19,10,8;11,40,25,19,10,11;14,40,30,19,10,14;17,45,35,24,10,12;15,50,40,24,15,10;18,55,45,29,20,8;21,60,50,34,25,6;24,65,55,39,30,4;27,65,60,44,35,7;30,70,60,44,40,5	3,3,3,3,3,3,2,2	3,3,3,3,2,2,2,2	4,1,3,2;3,4,2,0;4,5,3,0;1,0,2,4;4,3,5,0;3,4,1,0;1,0,5,4;4,2,1,3;4,5,3,1;4,5,1,2;0,1,4,3;0,1,4,3;1,0,3,4;5,4,3,1;5,4,1,2;3,5,1,0;3,5,0,2;4,3,2,1;5,3,1,0;2,1,5,4	0,0,0,0;1,0,0,1;0,1,0,0;1,0,0,0;0,1,0,0;1,0,1,0;0,1,0,0;0,0,0,1;0,1,0,0;0,0,1,1;1,1,0,0;1,0,0,0;0,1,0,0;0,0,1,1;1,0,0,0;0,1,0,0;0,1,0,0;0,0,0,0;0,0,1,0;1,0,1,0	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0	3,8,8,8,8,13,18,23,23,23,23,23,23,28,28,33,38,43,48,53	21,11,11,8,12,8,11,9,7,10,7,6,7,7,8,8,8,7,6,8	15,15
192	3	6	0	27	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1	-2,5,5,3,3,3;-2,5,10,3,3,8;1,10,15,6,1,8;6,10,15,11,4,8;4,15,20,11,4,8;2,20,25,11,2,13;2,20,25,14,7,18;2,20,25,14,12,23;2,20,25,12,15,23;2,20,30,15,20,23;0,25,35,18,18,23;0,25,35,21,18,23;0,30,40,24,18,23;3,30,45,27,21,28;3,30,50,25,24,28;8,35,55,28,27,33;13,40,60,26,27,38;18,45,65,29,30,43;23,50,70,32,33,48;23,50,75,35,38,53	3,3,3,4,3,4,3,4	3,3,3,4,3,3,4,4	1,2,0,5;0,2,3,1;2,4,3,1;5,3,1,2;1,3,4,5;2,1,4,5;5,2,0,1;0,1,2,4;2,1,5,3;1,0,5,4;0,2,4,3;0,3,4,5;4,5,1,0;0,5,3,4;0,2,5,3;0,2,3,5;2,1,0,4;0,5,3,4;0,1,2,3;2,1,5,4	0,0,1,0;1,0,1,1;1,0,1,1;0,1,0,0;1,0,0,0;1,1,0,1;1,0,0,0;0,0,0,1;0,0,0,0;0,0,0,1;0,1,0,1;0,1,0,0;0,0,1,0;1,1,1,1;1,0,1,1;0,0,0,0;0,0,0,1;0,0,0,0;0,0,0,0;0,1,0,0	0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0	5,3,1,4,7,10,13,11,9,7,5,3,1,4,7,10,13,16,19,22	34,18,14,12,14,10,10,14,11,13,11,11,9,9,11,8,10,9,9,9	23,17
193	3	6	1	30	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0	-2,5,5,3,3,3;-2,5,10,3,3,8;1,10,15,6,1,8;6,10,15,11,4,8;4,15,20,11,4,8;2,20,25,11,2,13;2,20,25,14,7,18;2,20,25,14,12,23;2,20,25,12,15,23;2,20,30,15,20,23;0,25,35,18,18,23;0,25,35,21,18,23;0,30,40,24,18,23;3,30,45,27,21,28;3,30,50,25,24,28;8,35,55,28,27,33;13,40,60,26,27,38;18,45,65,29,30,43;23,50,70,32,33,48;23,50,75,35,38,53	5,4,4,5,3,4,4,4	4,5,4,3,4,4,3,4	2,1,0,5;2,4,0,1;0,1,2,5;3,0,1,2;5,1,3,2;0,1,4,2;2,5,0,1;5,3,1,4;2,1,4,0;4,5,3,2;4,0,3,2;3,5,4,0;5,0,1,4;3,1,0,2;0,4,1,3;4,0,3,5;5,1,2,3;3,4,0,5;4,2,1,5;0,5,2,3	0,0,1,0;0,1,1,1;1,1,1,0;1,1,0,0;0,1,0,1;0,1,0,1;0,1,0,0;1,0,0,1;0,0,1,0;1,0,1,1;0,0,1,1;1,0,0,0;0,0,1,0;1,0,1,1;1,0,1,1;0,0,0,0;0,0,0,1;0,0,0,0;0,0,0,0;1,0,0,0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0	3,6,4,2,0,3,6,9,12,10,13,16,14,17,20,23,26,29,27,30	30,18,13,11,16,15,9,13,10,11,11,10,9,9,12,10,8,9,10,12	20,14
194	3	6	2	35	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1	-2,5,5,3,3,3;-2,5,10,3,3,8;1,10,15,6,1,8;6,10,15,11,4,8;4,15,20,11,4,8;2,20,25,11,2,13;2,20,25,14,7,18;2,20,25,14,12,23;2,20,25,12,15,23;2,20,30,15,20,23;0,25,35,18,18,23;0,25,35,21,18,23;0,30,40,24,18,23;3,30,45,27,21,28;3,30,50,25,24,28;8,35,55,28,27,33;13,40,60,26,27,38;18,45,65,29,30,43;23,50,70,32,33,48;23,50,75,35,38,53	3,4,3,4,4,3,4,3	3,4,3,3,3,4,4,3	2,4,1,3;2,5,0,4;5,2,4,1;2,3,0,5;2,5,1,4;5,4,1,3;1,5,2,4;2,4,3,5;4,2,1,5;1,4,3,5;0,4,3,1;5,1,3,0;0,4,3,5;2,5,3,0;0,1,3,2;4,5,3,2;0,4,2,3;0,2,4,1;2,5,1,3;3,0,4,1	0,0,0,0;0,0,1,1;0,1,0,1;0,1,1,0;1,0,1,0;1,0,1,0;0,1,0,1;0,1,0,1;1,0,0,0;0,1,1,0;0,0,1,1;0,0,1,0;0,0,1,0;1,1,1,1;1,1,1,0;0,0,0,0;0,1,0,1;0,0,0,0;0,0,0,0;0,1,0,1	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	3,6,9,7,5,3,1,-1,-3,-5,-7,-9,-11,-13,-10,-7,-4,-1,2,5	15,9,8,9,9,9,9,9,8,10,8,8,9,8,9,11,8,81,12,8	14,15
195	3	6	3	31	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0	-2,5,5,3,3,3;-2,5,10,3,3,8;1,10,15,6,1,8;6,10,15,11,4,8;4,15,20,11,4,8;2,20,25,11,2,13;2,20,25,14,7,18;2,20,25,14,12,23;2,20,25,12,15,23;2,20,30,15,20,23;0,25,35,18,18,23;0,25,35,21,18,23;0,30,40,24,18,23;3,30,45,27,21,28;3,30,50,25,24,28;8,35,55,28,27,33;13,40,60,26,27,38;18,45,65,29,30,43;23,50,70,32,33,48;23,50,75,35,38,53	5,5,5,5,5,5,5,5	5,5,5,5,5,5,5,5	5,4,3,1;4,3,5,1;4,5,3,0;5,4,3,0;3,5,4,1;3,4,5,1;4,3,5,0;4,3,5,2;4,3,5,0;3,4,5,0;5,4,3,1;5,4,3,2;5,4,3,0;4,3,5,0;3,5,4,0;3,4,5,1;3,5,4,2;5,3,4,0;5,4,3,2;3,5,4,2	0,0,0,0;1,1,0,1;0,0,1,1;0,1,1,1;0,0,0,1;0,0,1,1;1,1,1,0;1,0,1,0;1,0,0,0;1,1,0,0;0,0,1,1;0,0,1,0;0,0,1,0;1,1,1,1;1,1,0,1;0,0,0,0;1,0,1,0;0,0,0,0;0,0,0,0;0,0,0,0	1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0	0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1	3,8,8,13,11,9,9,14,19,22,25,30,35,38,38,41,46,51,56,56	29,15,10,5,19,7,7,12,8,8,7,5,6,7,8,6,7,8,7,8	14,8
196	3	6	4	34	Male	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1	-2,5,5,3,3,3;-2,5,10,3,3,8;1,10,15,6,1,8;6,10,15,11,4,8;4,15,20,11,4,8;2,20,25,11,2,13;2,20,25,14,7,18;2,20,25,14,12,23;2,20,25,12,15,23;2,20,30,15,20,23;0,25,35,18,18,23;0,25,35,21,18,23;0,30,40,24,18,23;3,30,45,27,21,28;3,30,50,25,24,28;8,35,55,28,27,33;13,40,60,26,27,38;18,45,65,29,30,43;23,50,70,32,33,48;23,50,75,35,38,53	5,5,4,4,2,3,3,3	4,4,4,4,3,3,3,3	0,3,1,4;3,5,4,0;0,1,2,4;4,3,1,2;3,4,1,0;1,0,5,4;4,3,0,2;4,3,0,1;3,5,1,0;4,5,2,1;3,5,1,2;4,3,0,2;4,0,1,3;5,4,1,2;3,5,1,0;4,5,0,2;2,0,4,3;4,5,1,2;3,5,0,2;5,4,0,2	1,0,0,0;1,0,1,1;1,1,1,0;1,1,0,0;0,0,1,0;1,0,1,0;1,1,0,0;1,0,0,0;0,0,0,0;1,0,1,0;1,0,1,1;0,1,0,0;0,0,1,1;1,1,0,1;1,1,1,1;0,0,0,0;0,0,1,1;0,0,0,0;0,0,0,0;0,0,1,0	0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1	0,-2,1,6,11,11,11,11,11,11,16,21,26,31,31,31,31,31,31,31	48,19,10,7,15,7,6,7,5,10,5,5,5,5,10,6,5,5,5,9	32,20
197	3	6	5	57	Male	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1	-2,5,5,3,3,3;-2,5,10,3,3,8;1,10,15,6,1,8;6,10,15,11,4,8;4,15,20,11,4,8;2,20,25,11,2,13;2,20,25,14,7,18;2,20,25,14,12,23;2,20,25,12,15,23;2,20,30,15,20,23;0,25,35,18,18,23;0,25,35,21,18,23;0,30,40,24,18,23;3,30,45,27,21,28;3,30,50,25,24,28;8,35,55,28,27,33;13,40,60,26,27,38;18,45,65,29,30,43;23,50,70,32,33,48;23,50,75,35,38,53	2,2,2,2,4,4,4,4	3,3,3,3,3,3,3,3	0,2,1,4;3,4,5,2;4,5,3,1;1,2,0,5;5,3,4,1;0,2,1,4;0,2,1,3;3,5,4,2;4,3,5,0;4,3,5,1;5,4,3,1;0,1,2,4;3,4,5,0;3,4,5,0;2,0,1,5;5,3,4,2;5,3,4,0;5,4,0,1;0,2,3,4;5,4,1,0	1,0,0,0;1,1,0,0;0,0,1,1;0,0,1,0;0,0,0,1;0,1,1,0;0,0,0,1;0,1,1,0;1,0,0,0;1,1,0,0;0,0,1,1;0,0,0,0;1,0,0,0;1,1,1,1;0,1,1,1;0,0,0,0;0,1,1,0;0,0,0,0;0,0,0,0;0,0,1,1	0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0	0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0	5,10,10,10,10,10,15,15,15,15,15,13,13,16,16,21,26,31,36,41	25,18,13,14,18,8,8,9,10,16,13,11,7,11,10,10,7,7,8,10	82,15
198	3	7	0	29	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0	5,3,3,3,0,5;3,6,6,8,-2,10;1,4,9,8,1,10;4,2,7,13,6,10;7,0,5,11,11,10;10,3,3,9,11,10;13,6,1,9,11,15;11,9,-1,14,11,15;9,12,-3,19,11,15;7,10,-5,22,11,15;5,13,-7,25,16,15;3,16,-9,30,21,13;1,14,-11,35,26,13;4,17,-13,38,31,16;7,20,-10,38,31,16;10,23,-7,41,31,21;13,26,-4,46,31,26;16,29,-1,51,31,31;19,27,2,56,31,36;22,30,5,56,31,41	4,4,2,5,5,4,2,5	5,4,2,5,4,5,2,5	5,1,3,4;3,0,5,2;2,1,0,4;1,3,5,0;2,5,4,3;5,4,0,1;3,4,2,0;4,3,5,2;3,4,0,1;4,1,0,2;3,4,1,2;3,5,0,1;3,4,0,1;4,3,0,5;0,4,5,1;5,3,2,0;1,0,3,5;3,4,0,5;3,2,4,1;3,4,2,5	0,0,0,1;0,1,0,0;1,0,0,1;0,1,0,1;0,0,1,0;0,0,1,1;0,0,0,1;0,1,0,0;1,0,0,1;0,0,0,0;1,1,1,0;1,0,0,1;1,1,0,0;1,1,1,1;0,1,1,0;0,0,0,0;0,0,0,0;0,1,0,0;0,0,1,1;1,1,0,0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0	3,6,4,7,10,13,16,19,22,25,28,31,29,27,30,28,26,24,22,25	11,13,10,11,13,11,7,8,8,9,8,18,18,9,13,10,7,9,7,9	15,12
199	3	7	1	25	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0	5,3,3,3,0,5;3,6,6,8,-2,10;1,4,9,8,1,10;4,2,7,13,6,10;7,0,5,11,11,10;10,3,3,9,11,10;13,6,1,9,11,15;11,9,-1,14,11,15;9,12,-3,19,11,15;7,10,-5,22,11,15;5,13,-7,25,16,15;3,16,-9,30,21,13;1,14,-11,35,26,13;4,17,-13,38,31,16;7,20,-10,38,31,16;10,23,-7,41,31,21;13,26,-4,46,31,26;16,29,-1,51,31,31;19,27,2,56,31,36;22,30,5,56,31,41	4,4,4,4,4,3,2,3	4,4,4,4,4,3,2,4	0,4,2,1;0,3,2,1;0,3,4,5;1,2,3,5;1,2,0,5;2,1,4,5;0,2,5,3;2,0,3,5;1,0,3,5;2,0,1,3;1,2,5,4;0,1,3,4;2,0,1,4;1,0,5,4;1,0,5,3;1,4,5,3;1,0,3,5;2,1,3,4;1,2,3,4;0,1,5,4	0,1,0,0;1,0,0,0;0,0,1,0;0,0,1,0;0,0,1,0;0,1,0,0;1,0,1,0;0,0,1,0;1,0,1,0;0,0,0,1;1,0,0,1;0,1,1,1;0,0,0,1;1,1,1,1;0,0,1,1;0,1,0,0;0,0,0,0;0,0,0,1;1,0,0,1;0,0,0,1	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0	3,6,9,12,15,18,21,24,27,30,33,31,29,32,30,28,31,29,32,35	46,30,17,18,16,12,14,16,15,17,12,21,18,13,12,26,13,19,31,35	57,22
200	3	7	2	32	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0	5,3,3,3,0,5;3,6,6,8,-2,10;1,4,9,8,1,10;4,2,7,13,6,10;7,0,5,11,11,10;10,3,3,9,11,10;13,6,1,9,11,15;11,9,-1,14,11,15;9,12,-3,19,11,15;7,10,-5,22,11,15;5,13,-7,25,16,15;3,16,-9,30,21,13;1,14,-11,35,26,13;4,17,-13,38,31,16;7,20,-10,38,31,16;10,23,-7,41,31,21;13,26,-4,46,31,26;16,29,-1,51,31,31;19,27,2,56,31,36;22,30,5,56,31,41	3,4,3,5,4,1,3,3	4,4,5,3,4,4,2,3	0,1,2,3;5,4,3,0;5,2,0,3;3,1,4,2;5,3,4,0;5,4,0,2;3,2,5,1;4,0,3,1;3,2,0,1;3,5,2,1;5,3,1,2;3,5,4,1;3,1,4,0;4,1,2,0;1,2,0,4;4,5,3,1;4,0,3,1;5,1,0,4;5,3,4,0;5,0,4,1	0,0,0,0;0,1,0,1;0,1,0,0;1,0,1,0;0,0,1,1;0,0,1,0;0,0,1,1;0,0,1,1;1,0,0,1;1,0,0,0;0,1,1,0;1,0,1,1;1,0,1,0;1,1,0,1;0,0,0,1;1,0,0,0;1,0,0,0;0,0,0,1;0,0,1,0;0,0,1,0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1	-2,1,4,7,10,13,11,14,17,20,23,21,19,17,20,18,21,24,22,20	24,11,9,9,12,15,8,10,9,9,7,7,10,6,13,8,7,10,10,10	13,18
201	3	7	3	25	Male	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0	5,3,3,3,0,5;3,6,6,8,-2,10;1,4,9,8,1,10;4,2,7,13,6,10;7,0,5,11,11,10;10,3,3,9,11,10;13,6,1,9,11,15;11,9,-1,14,11,15;9,12,-3,19,11,15;7,10,-5,22,11,15;5,13,-7,25,16,15;3,16,-9,30,21,13;1,14,-11,35,26,13;4,17,-13,38,31,16;7,20,-10,38,31,16;10,23,-7,41,31,21;13,26,-4,46,31,26;16,29,-1,51,31,31;19,27,2,56,31,36;22,30,5,56,31,41	3,5,4,5,4,3,5,4	4,5,4,3,5,4,4,3	4,5,3,2;4,2,3,0;5,4,3,1;3,2,4,5;3,2,4,5;3,4,5,2;4,2,3,5;5,2,4,3;5,2,4,3;4,2,3,5;5,2,3,4;4,5,3,2;3,2,4,5;4,0,3,5;4,3,5,1;5,2,3,4;3,1,4,5;3,0,4,5;3,1,4,5;4,2,3,5	1,0,0,0;1,0,0,1;0,1,0,0;1,0,1,0;0,0,1,0;0,0,0,0;0,0,0,1;0,0,0,1;0,0,0,1;0,0,1,0;0,0,1,1;1,0,1,0;1,0,1,0;1,1,1,1;1,1,1,0;0,0,0,1;0,0,1,0;0,0,1,0;0,1,1,0;1,0,1,0	1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0	3,8,11,9,7,10,13,16,14,12,10,13,16,19,22,20,23,26,29,32	29,14,11,49,11,12,21,13,31,37,30,15,11,8,13,11,8,9,9,11	22,13
